Fungi,Bacteria,Size,Classification
Mortierella_gamsii_NVP60,Candidatus Glomeribacter,8429,Other
Mortierella_gamsii_NVP60,unclassified,8217,Other
Mortierella_gamsii_NVP60,Candidatus Glomeribacter,8048,Other
Mortierella_gamsii_NVP60,Candidatus Glomeribacter,8026,Other
Mortierella_gamsii_NVP60,Mycoavidus,7801,Other
Mortierella_gamsii_NVP60,unclassified,7604,Other
Mortierella_gamsii_NVP60,Mycoavidus,7470,Other
Mortierella_gamsii_NVP60,unclassified,7428,Other
Mortierella_gamsii_NVP60,Candidatus Glomeribacter,7305,Other
Mortierella_gamsii_NVP60,unclassified,6665,Other
Mortierella_gamsii_NVP60,unclassified,6408,Other
Mortierella_gamsii_NVP60,Mycoavidus,5303,Other
Mortierella_gamsii_NVP60,unclassified,5167,Other
Mortierella_gamsii_NVP60,unclassified,5113,Other
Mortierella_gamsii_NVP60,Mycoavidus,4850,Other
Mortierella_gamsii_NVP60,Candidatus Glomeribacter,4652,Other
Mortierella_gamsii_NVP60,unclassified,4188,Other
Mortierella_gamsii_NVP60,unclassified,4161,Other
Mortierella_gamsii_NVP60,Mycoavidus,4156,Other
Mortierella_gamsii_NVP60,unclassified,4120,Other
Mortierella_gamsii_NVP60,Mycoavidus,3877,Other
Mortierella_gamsii_NVP60,Candidatus Glomeribacter,3809,Other
Mortierella_gamsii_NVP60,unclassified,3771,Other
Mortierella_gamsii_NVP60,Mycoavidus,3569,Other
Mortierella_gamsii_NVP60,Mycoavidus,3546,Other
Mortierella_gamsii_NVP60,unclassified,3496,Other
Mortierella_gamsii_NVP60,Ralstonia,3460,Other
Mortierella_gamsii_NVP60,unclassified,3423,Other
Mortierella_gamsii_NVP60,unclassified,3226,Other
Mortierella_gamsii_NVP60,Mycoavidus,2934,Other
Mortierella_gamsii_NVP60,unclassified,2890,Other
Mortierella_gamsii_NVP60,unclassified,2397,Other
Mortierella_gamsii_NVP60,unclassified,2245,Other
Mortierella_gamsii_NVP60,Candidatus Glomeribacter,2125,Other
Mortierella_gamsii_NVP60,unclassified,2121,Other
Mortierella_gamsii_NVP60,unclassified,1958,Other
Mortierella_gamsii_NVP60,Mycoavidus,1957,Other
Mortierella_gamsii_NVP60,unclassified,1937,Other
Mortierella_gamsii_NVP60,unclassified,1801,Other
Mortierella_gamsii_NVP60,unclassified,1684,Other
Mortierella_globulifera_AD054,unclassified,13144,Other
Mortierella_globulifera_AD054,Candidatus Glomeribacter,12627,Other
Mortierella_globulifera_AD054,unclassified,10704,Other
Mortierella_globulifera_AD054,unclassified,10567,Other
Mortierella_globulifera_AD054,unclassified,8043,Other
Mortierella_globulifera_AD054,unclassified,7556,Other
Mortierella_globulifera_AD054,unclassified,6193,Other
Mortierella_globulifera_AD054,unclassified,6053,Other
Mortierella_globulifera_AD054,unclassified,5655,Other
Mortierella_globulifera_AD054,unclassified,4381,Other
Mortierella_globulifera_AD054,unclassified,3913,Other
Mortierella_globulifera_AD054,Candidatus Glomeribacter,2853,Other
Mortierella_globulifera_AD054,unclassified,2781,Other
Mortierella_globulifera_AD054,unclassified,2651,Other
Mortierella_globulifera_AD054,unclassified,2630,Other
Mortierella_globulifera_AD054,unclassified,2090,Other
Mortierella_globulifera_AD054,unclassified,2055,Other
Mortierella_globulifera_AD054,unclassified,1977,Other
Mortierella_globulifera_AD054,unclassified,1718,Other
Mortierella_globulifera_AD054,unclassified,1646,Other
Mortierella_globulifera_REB-010B,unclassified,20446,Other
Mortierella_globulifera_REB-010B,Candidatus Glomeribacter,13852,Other
Mortierella_globulifera_REB-010B,unclassified,9435,Other
Mortierella_globulifera_REB-010B,unclassified,8509,Other
Mortierella_globulifera_REB-010B,unclassified,7280,Other
Mortierella_globulifera_REB-010B,unclassified,6643,Other
Mortierella_globulifera_REB-010B,Mycoavidus,5523,Other
Mortierella_globulifera_REB-010B,unclassified,4901,Other
Mortierella_globulifera_REB-010B,unclassified,4842,Other
Mortierella_globulifera_REB-010B,unclassified,3413,Other
Mortierella_globulifera_REB-010B,unclassified,3379,Other
Mortierella_globulifera_REB-010B,unclassified,2528,Other
Mortierella_globulifera_REB-010B,Mycoavidus,2160,Other
Mortierella_globulifera_REB-010B,unclassified,2097,Other
Mortierella_globulifera_REB-010B,unclassified,1656,Other
Mortierella_horticola_AD009,unclassified,2546,Other
Mortierella_horticola_CK413,unclassified,8376,Other
Mortierella_hyalina_JES_103,unclassified,5771,Other
Mortierella_hyalina_JES_103,unclassified,3707,Other
Mortierella_hygrophila_NRRL_2591,unclassified,4331,Other
Mortierella_hygrophila_NRRL_2591,unclassified,2334,Other
Mortierella_hygrophila_NRRL_2591,unclassified,2001,Other
Mortierella_minutissima_NVP1,unclassified,6682,Other
Mortierella_multidivaricata_NRRL_6456,unclassified,10065,Other
Mortierella_multidivaricata_NRRL_6456,unclassified,8032,Other
Mortierella_multidivaricata_NRRL_6456,unclassified,5340,Other
Mortierella_multidivaricata_NRRL_6456,unclassified,4522,Other
Mortierella_multidivaricata_NRRL_6456,unclassified,4364,Other
Mortierella_multidivaricata_NRRL_6456,unclassified,3169,Other
Mortierella_multidivaricata_NRRL_6456,unclassified,2986,Other
Mortierella_multidivaricata_NRRL_6456,unclassified,2712,Other
Mortierella_multidivaricata_NRRL_6456,unclassified,2212,Other
Mortierella_multidivaricata_NRRL_6456,Candidatus Glomeribacter,1905,Other
Mortierella_multidivaricata_NRRL_6456,unclassified,1576,Other
Mortierella_multidivaricata_NRRL_6456,unclassified,1536,Other
Mortierella_multidivaricata_NRRL_6456,unclassified,1514,Other
Mortierella_parvispora_AD039,unclassified,2510,Other
Mortierella_polycephala_KOD_948,unclassified,8329,Other
Mortierella_polycephala_KOD_948,unclassified,7238,Other
Mortierella_polycephala_KOD_948,unclassified,5214,Other
Mortierella_polycephala_KOD_948,Candidatus Glomeribacter,4108,Other
Mortierella_polycephala_KOD_948,Candidatus Glomeribacter,3764,Other
Mortierella_polycephala_KOD_948,unclassified,3230,Other
Mortierella_polycephala_KOD_948,unclassified,1636,Other
Mortierella_polygonia_AM948,unclassified,7283,Other
Mortierella_polygonia_AM948,unclassified,3358,Other
Mortierella_polygonia_AM948,Candidatus Glomeribacter,3274,Other
Mortierella_polygonia_AM948,unclassified,2328,Other
Mortierella_polygonia_AM948,unclassified,2133,Other
Mortierella_polygonia_AM948,unclassified,2042,Other
Mortierella_schmuckeri_NRRL_6426,Pelomonas,3284,Other
Mortierella_schmuckeri_NRRL_6426,unclassified,1998,Other
Mortierella_selenospora_KOD_1015,unclassified,5113,Other
Mortierella_selenospora_KOD_1015,unclassified,3062,Other
Mortierella_selenospora_KOD_1015,Bordetella,1575,Other
Mortierella_sp._14UC,unclassified,9185,Other
Mortierella_sp_AD010,unclassified,28613,Other
Mortierella_sp_AD010,unclassified,23258,Other
Mortierella_sp_AD010,unclassified,18746,Other
Mortierella_sp_AD010,unclassified,17792,Other
Mortierella_sp_AD010,unclassified,14283,Other
Mortierella_sp_AD010,unclassified,12270,Other
Mortierella_sp_AD010,Mycoavidus,11247,Other
Mortierella_sp_AD010,unclassified,11041,Other
Mortierella_sp_AD010,unclassified,10341,Other
Mortierella_sp_AD010,unclassified,9350,Other
Mortierella_sp_AD010,Candidatus Glomeribacter,8629,Other
Mortierella_sp_AD010,unclassified,8096,Other
Mortierella_sp_AD010,unclassified,7913,Other
Mortierella_sp_AD010,unclassified,7286,Other
Mortierella_sp_AD010,unclassified,7272,Other
Mortierella_sp_AD010,unclassified,7265,Other
Mortierella_sp_AD010,unclassified,6724,Other
Mortierella_sp_AD010,unclassified,6464,Other
Mortierella_sp_AD010,unclassified,6424,Other
Mortierella_sp_AD010,unclassified,6397,Other
Mortierella_sp_AD010,Candidatus Glomeribacter,5607,Other
Mortierella_sp_AD010,unclassified,5216,Other
Mortierella_sp_AD010,Candidatus Glomeribacter,5049,Other
Mortierella_sp_AD010,unclassified,4609,Other
Mortierella_sp_AD010,unclassified,4214,Other
Mortierella_sp_AD010,Candidatus Glomeribacter,4036,Other
Mortierella_sp_AD010,Mycoavidus,3902,Other
Mortierella_sp_AD010,unclassified,3859,Other
Mortierella_sp_AD010,unclassified,3848,Other
Mortierella_sp_AD010,unclassified,2733,Other
Mortierella_sp_AD010,unclassified,2578,Other
Mortierella_sp_AD010,unclassified,2533,Other
Mortierella_sp_AD010,unclassified,2492,Other
Mortierella_sp_AD010,Mycoavidus,2396,Other
Mortierella_sp_AD010,unclassified,2280,Other
Mortierella_sp_AD010,unclassified,2113,Other
Mortierella_sp_AD010,unclassified,2019,Other
Mortierella_sp_AD010,Mycoavidus,1886,Other
Mortierella_sp_AD010,unclassified,1602,Other
Mortierella_sp_AD010,unclassified,1524,Other
Mortierella_sp_AD010,unclassified,1519,Other
Mortierella_sp_AD011,Candidatus Glomeribacter,19577,Other
Mortierella_sp_AD011,unclassified,17372,Other
Mortierella_sp_AD011,Candidatus Glomeribacter,14443,Other
Mortierella_sp_AD011,unclassified,14387,Other
Mortierella_sp_AD011,unclassified,13484,Other
Mortierella_sp_AD011,unclassified,11917,Other
Mortierella_sp_AD011,unclassified,11882,Other
Mortierella_sp_AD011,unclassified,11263,Other
Mortierella_sp_AD011,unclassified,10601,Other
Mortierella_sp_AD011,unclassified,10579,Other
Mortierella_sp_AD011,unclassified,8828,Other
Mortierella_sp_AD011,unclassified,7395,Other
Mortierella_sp_AD011,unclassified,6444,Other
Mortierella_sp_AD011,unclassified,6145,Other
Mortierella_sp_AD011,Mycoavidus,6039,Other
Mortierella_sp_AD011,Candidatus Glomeribacter,5690,Other
Mortierella_sp_AD011,unclassified,5582,Other
Mortierella_sp_AD011,Candidatus Glomeribacter,5268,Other
Mortierella_sp_AD011,unclassified,5211,Other
Mortierella_sp_AD011,unclassified,5191,Other
Mortierella_sp_AD011,unclassified,5013,Other
Mortierella_sp_AD011,unclassified,4599,Other
Mortierella_sp_AD011,Candidatus Glomeribacter,4036,Other
Mortierella_sp_AD011,Mycoavidus,3918,Other
Mortierella_sp_AD011,unclassified,3258,Other
Mortierella_sp_AD011,unclassified,2683,Other
Mortierella_sp_AD011,Mycoavidus,2514,Other
Mortierella_sp_AD011,unclassified,2153,Other
Mortierella_sp_AD011,Mycoavidus,1880,Other
Mortierella_sp_AD011,unclassified,1665,Other
Mortierella_sp_AD011,unclassified,1648,Other
Mortierella_sp_AD031,unclassified,6953,Other
Mortierella_sp_AD031,unclassified,6448,Other
Mortierella_sp_AD031,unclassified,6252,Other
Mortierella_sp_AD031,unclassified,5736,Other
Mortierella_sp_AD031,unclassified,5658,Other
Mortierella_sp_AD032,unclassified,33297,Other
Mortierella_sp_AD032,unclassified,9198,Other
Mortierella_sp_AD032,unclassified,4729,Other
Mortierella_sp_AD032,unclassified,3953,Other
Mortierella_sp_AD032,unclassified,3313,Other
Mortierella_sp_AD032,unclassified,3166,Other
Mortierella_sp_AD094,unclassified,24652,Other
Mortierella_sp_AD094,Candidatus Glomeribacter,22233,Other
Mortierella_sp_AD094,Mycoavidus,21644,Other
Mortierella_sp_AD094,unclassified,18980,Other
Mortierella_sp_AD094,unclassified,18835,Other
Mortierella_sp_AD094,unclassified,14980,Other
Mortierella_sp_AD094,unclassified,13655,Other
Mortierella_sp_AD094,unclassified,13368,Other
Mortierella_sp_AD094,unclassified,13278,Other
Mortierella_sp_AD094,unclassified,12952,Other
Mortierella_sp_AD094,unclassified,12539,Other
Mortierella_sp_AD094,Candidatus Glomeribacter,12471,Other
Mortierella_sp_AD094,unclassified,12471,Other
Mortierella_sp_AD094,unclassified,11902,Other
Mortierella_sp_AD094,unclassified,11667,Other
Mortierella_sp_AD094,unclassified,11570,Other
Mortierella_sp_AD094,unclassified,11109,Other
Mortierella_sp_AD094,unclassified,9578,Other
Mortierella_sp_AD094,unclassified,9430,Other
Mortierella_sp_AD094,unclassified,9365,Other
Mortierella_sp_AD094,Mycoavidus,9163,Other
Mortierella_sp_AD094,unclassified,9093,Other
Mortierella_sp_AD094,unclassified,8925,Other
Mortierella_sp_AD094,unclassified,8720,Other
Mortierella_sp_AD094,unclassified,8208,Other
Mortierella_sp_AD094,unclassified,8106,Other
Mortierella_sp_AD094,unclassified,8080,Other
Mortierella_sp_AD094,Mycoavidus,7927,Other
Mortierella_sp_AD094,Candidatus Glomeribacter,7747,Other
Mortierella_sp_AD094,Mycoavidus,7699,Other
Mortierella_sp_AD094,unclassified,7693,Other
Mortierella_sp_AD094,unclassified,7585,Other
Mortierella_sp_AD094,unclassified,7524,Other
Mortierella_sp_AD094,unclassified,7500,Other
Mortierella_sp_AD094,unclassified,7462,Other
Mortierella_sp_AD094,unclassified,7391,Other
Mortierella_sp_AD094,unclassified,7318,Other
Mortierella_sp_AD094,unclassified,7315,Other
Mortierella_sp_AD094,unclassified,7305,Other
Mortierella_sp_AD094,unclassified,7258,Other
Mortierella_sp_AD094,unclassified,6871,Other
Mortierella_sp_AD094,unclassified,6796,Other
Mortierella_sp_AD094,unclassified,6352,Other
Mortierella_sp_AD094,Mycoavidus,6266,Other
Mortierella_sp_AD094,unclassified,6246,Other
Mortierella_sp_AD094,unclassified,6220,Other
Mortierella_sp_AD094,unclassified,6152,Other
Mortierella_sp_AD094,unclassified,5919,Other
Mortierella_sp_AD094,unclassified,5516,Other
Mortierella_sp_AD094,Mycoavidus,5329,Other
Mortierella_sp_AD094,unclassified,5285,Other
Mortierella_sp_AD094,unclassified,4860,Other
Mortierella_sp_AD094,Candidatus Glomeribacter,4778,Other
Mortierella_sp_AD094,Mycoavidus,4086,Other
Mortierella_sp_AD094,unclassified,4026,Other
Mortierella_sp_AD094,unclassified,3938,Other
Mortierella_sp_AD094,unclassified,3900,Other
Mortierella_sp_AD094,unclassified,3838,Other
Mortierella_sp_AD094,unclassified,3631,Other
Mortierella_sp_AD094,unclassified,3619,Other
Mortierella_sp_AD094,unclassified,3536,Other
Mortierella_sp_AD094,unclassified,3532,Other
Mortierella_sp_AD094,unclassified,3505,Other
Mortierella_sp_AD094,unclassified,3254,Other
Mortierella_sp_AD094,unclassified,3250,Other
Mortierella_sp_AD094,unclassified,3196,Other
Mortierella_sp_AD094,unclassified,2957,Other
Mortierella_sp_AD094,unclassified,2954,Other
Mortierella_sp_AD094,unclassified,2644,Other
Mortierella_sp_AD094,unclassified,2547,Other
Mortierella_sp_AD094,unclassified,2393,Other
Mortierella_sp_AD094,Candidatus Glomeribacter,2125,Other
Mortierella_sp_AD094,unclassified,2087,Other
Mortierella_sp_AD094,unclassified,2083,Other
Mortierella_sp_AD094,unclassified,2023,Other
Mortierella_sp_AD094,unclassified,1980,Other
Mortierella_sp_AD094,unclassified,1836,Other
Mortierella_sp_AD094,unclassified,1822,Other
Mortierella_sp_AD094,unclassified,1753,Other
Mortierella_sp_AD094,unclassified,1692,Other
Mortierella_sp_AD094,unclassified,1635,Other
Mortierella_sp_AD094,Candidatus Glomeribacter,1537,Other
Mortierella_sp_AM989,unclassified,21536,Other
Mortierella_sp_AM989,unclassified,11301,Other
Mortierella_sp_AM989,unclassified,10850,Other
Mortierella_sp_AM989,unclassified,9828,Other
Mortierella_sp_AM989,unclassified,8712,Other
Mortierella_sp_AM989,unclassified,8444,Other
Mortierella_sp_AM989,unclassified,8302,Other
Mortierella_sp_AM989,unclassified,8226,Other
Mortierella_sp_AM989,unclassified,7366,Other
Mortierella_sp_AM989,unclassified,7114,Other
Mortierella_sp_AM989,unclassified,6951,Other
Mortierella_sp_AM989,unclassified,6725,Other
Mortierella_sp_AM989,Candidatus Glomeribacter,6469,Other
Mortierella_sp_AM989,unclassified,6231,Other
Mortierella_sp_AM989,unclassified,5948,Other
Mortierella_sp_AM989,unclassified,5875,Other
Mortierella_sp_AM989,unclassified,5115,Other
Mortierella_sp_AM989,unclassified,5064,Other
Mortierella_sp_AM989,unclassified,4513,Other
Mortierella_sp_AM989,unclassified,4381,Other
Mortierella_sp_AM989,unclassified,4240,Other
Mortierella_sp_AM989,unclassified,3677,Other
Mortierella_sp_AM989,unclassified,3519,Other
Mortierella_sp_AM989,unclassified,3477,Other
Mortierella_sp_AM989,unclassified,3304,Other
Mortierella_sp_AM989,unclassified,3221,Other
Mortierella_sp_AM989,unclassified,3097,Other
Mortierella_sp_AM989,unclassified,2939,Other
Mortierella_sp_AM989,unclassified,2745,Other
Mortierella_sp_AM989,unclassified,2632,Other
Mortierella_sp_AM989,unclassified,2619,Other
Mortierella_sp_AM989,Mycoavidus,2523,Other
Mortierella_sp_AM989,unclassified,2330,Other
Mortierella_sp_AM989,unclassified,2166,Other
Mortierella_sp_AM989,unclassified,2157,Other
Mortierella_sp_AM989,unclassified,2093,Other
Mortierella_sp_AM989,unclassified,1953,Other
Mortierella_sp_AM989,unclassified,1845,Other
Mortierella_sp_AM989,unclassified,1845,Other
Mortierella_sp_AM989,Candidatus Glomeribacter,1755,Other
Mortierella_sp_AM989,unclassified,1591,Other
Mortierella_sp_AM989,unclassified,1555,Other
Mortierella_sp_AM989,Candidatus Glomeribacter,1517,Other
Mortierella_sp_GBA30,unclassified,6008,Other
Mortierella_sp_GBA30,unclassified,5194,Other
Mortierella_sp_GBA30,unclassified,4602,Other
Mortierella_sp_GBA30,Candidatus Glomeribacter,3596,Other
Mortierella_sp_GBA30,unclassified,3521,Other
Mortierella_sp_GBA30,Candidatus Glomeribacter,2953,Other
Mortierella_sp_GBA30,unclassified,2346,Other
Mortierella_sp_GBA30,unclassified,1617,Other
Mortierella_sp_GBA35,unclassified,6323,Other
Mortierella_sp_GBA35,unclassified,5548,Other
Mortierella_sp_GBA35,Candidatus Glomeribacter,1835,Other
Mortierella_sp_GBA35,unclassified,1781,Other
Mortierella_sp_GBA39,unclassified,2733,Other
Mortierella_sp_GBA39,unclassified,2153,Other
Mortierella_sp_GBA43,unclassified,41554,Other
Mortierella_sp_GBA43,Candidatus Glomeribacter,37173,Other
Mortierella_sp_GBA43,Candidatus Glomeribacter,32067,Other
Mortierella_sp_GBA43,unclassified,18606,Other
Mortierella_sp_GBA43,Mycoavidus,16527,Other
Mortierella_sp_GBA43,Mycoavidus,16243,Other
Mortierella_sp_GBA43,Mycoavidus,16127,Other
Mortierella_sp_GBA43,unclassified,15335,Other
Mortierella_sp_GBA43,unclassified,15076,Other
Mortierella_sp_GBA43,Candidatus Glomeribacter,14600,Other
Mortierella_sp_GBA43,Mycoavidus,13671,Other
Mortierella_sp_GBA43,unclassified,12570,Other
Mortierella_sp_GBA43,Mycoavidus,12000,Other
Mortierella_sp_GBA43,Mycoavidus,10841,Other
Mortierella_sp_GBA43,unclassified,10603,Other
Mortierella_sp_GBA43,unclassified,9137,Other
Mortierella_sp_GBA43,unclassified,9015,Other
Mortierella_sp_GBA43,Mycoavidus,8678,Other
Mortierella_sp_GBA43,Mycoavidus,8139,Other
Mortierella_sp_GBA43,Candidatus Glomeribacter,7874,Other
Mortierella_sp_GBA43,Mycoavidus,7783,Other
Mortierella_sp_GBA43,Mycoavidus,7683,Other
Mortierella_sp_GBA43,Mycoavidus,7116,Other
Mortierella_sp_GBA43,unclassified,6954,Other
Mortierella_sp_GBA43,Candidatus Glomeribacter,6524,Other
Mortierella_sp_GBA43,unclassified,6298,Other
Mortierella_sp_GBA43,unclassified,6276,Other
Mortierella_sp_GBA43,Candidatus Glomeribacter,5828,Other
Mortierella_sp_GBA43,Candidatus Glomeribacter,5716,Other
Mortierella_sp_GBA43,Candidatus Glomeribacter,5338,Other
Mortierella_sp_GBA43,Candidatus Glomeribacter,5284,Other
Mortierella_sp_GBA43,Mycoavidus,5263,Other
Mortierella_sp_GBA43,unclassified,5180,Other
Mortierella_sp_GBA43,unclassified,5147,Other
Mortierella_sp_GBA43,unclassified,4938,Other
Mortierella_sp_GBA43,unclassified,4666,Other
Mortierella_sp_GBA43,Mycoavidus,4644,Other
Mortierella_sp_GBA43,unclassified,4586,Other
Mortierella_sp_GBA43,Mycoavidus,4570,Other
Mortierella_sp_GBA43,unclassified,4557,Other
Mortierella_sp_GBA43,unclassified,4537,Other
Mortierella_sp_GBA43,Mycoavidus,4490,Other
Mortierella_sp_GBA43,unclassified,4416,Other
Mortierella_sp_GBA43,unclassified,4406,Other
Mortierella_sp_GBA43,Candidatus Glomeribacter,4225,Other
Mortierella_sp_GBA43,unclassified,4180,Other
Mortierella_sp_GBA43,unclassified,4156,Other
Mortierella_sp_GBA43,unclassified,3988,Other
Mortierella_sp_GBA43,Candidatus Glomeribacter,3779,Other
Mortierella_sp_GBA43,Mycoavidus,3609,Other
Mortierella_sp_GBA43,unclassified,3395,Other
Mortierella_sp_GBA43,unclassified,3253,Other
Mortierella_sp_GBA43,Candidatus Glomeribacter,3137,Other
Mortierella_sp_GBA43,unclassified,3134,Other
Mortierella_sp_GBA43,Candidatus Glomeribacter,3115,Other
Mortierella_sp_GBA43,unclassified,3015,Other
Mortierella_sp_GBA43,unclassified,2931,Other
Mortierella_sp_GBA43,Mycoavidus,2922,Other
Mortierella_sp_GBA43,Candidatus Glomeribacter,2764,Other
Mortierella_sp_GBA43,Mycoavidus,2760,Other
Mortierella_sp_GBA43,Candidatus Glomeribacter,2720,Other
Mortierella_sp_GBA43,unclassified,2661,Other
Mortierella_sp_GBA43,unclassified,2545,Other
Mortierella_sp_GBA43,Mycoavidus,2448,Other
Mortierella_sp_GBA43,Mycoavidus,2410,Other
Mortierella_sp_GBA43,unclassified,2299,Other
Mortierella_sp_GBA43,unclassified,2279,Other
Mortierella_sp_GBA43,unclassified,2229,Other
Mortierella_sp_GBA43,unclassified,2223,Other
Mortierella_sp_GBA43,unclassified,2202,Other
Mortierella_sp_GBA43,Candidatus Glomeribacter,2201,Other
Mortierella_sp_GBA43,unclassified,2131,Other
Mortierella_sp_GBA43,unclassified,2065,Other
Mortierella_sp_GBA43,unclassified,2064,Other
Mortierella_sp_GBA43,Mycoavidus,1953,Other
Mortierella_sp_GBA43,unclassified,1950,Other
Mortierella_sp_GBA43,unclassified,1898,Other
Mortierella_sp_GBA43,Candidatus Glomeribacter,1796,Other
Mortierella_sp_GBA43,unclassified,1742,Other
Mortierella_sp_GBA43,Mycoavidus,1687,Other
Mortierella_sp_GBA43,Candidatus Glomeribacter,1660,Other
Mortierella_sp_GBA43,unclassified,1631,Other
Mortierella_sp_GBA43,Mycoavidus,1607,Other
Mortierella_sp_GBA43,unclassified,1600,Other
Mortierella_sp_GBA43,unclassified,1588,Other
Mortierella_sp_GBA43,unclassified,1586,Other
Mortierella_sp_GBA43,unclassified,1536,Other
Mortierella_sp_GBA43,unclassified,1521,Other
Mortierella_sp_GBA43,Candidatus Glomeribacter,1500,Other
Mortierella_sp_NVP41,unclassified,11177,Other
Mortierella_sp_NVP41,unclassified,6810,Other
Mortierella_sp_NVP41,unclassified,6279,Other
Mortierella_sp_NVP41,unclassified,4954,Other
Mortierella_sp_NVP41,unclassified,4304,Other
Mortierella_sp_NVP41,unclassified,1780,Other
Mortierella_sp_NVP85,unclassified,38378,Other
Mortierella_sp_NVP85,Candidatus Glomeribacter,20865,Other
Mortierella_sp_NVP85,unclassified,18158,Other
Mortierella_sp_NVP85,unclassified,15667,Other
Mortierella_sp_NVP85,unclassified,15433,Other
Mortierella_sp_NVP85,unclassified,15426,Other
Mortierella_sp_NVP85,Mycoavidus,15024,Other
Mortierella_sp_NVP85,Mycoavidus,14968,Other
Mortierella_sp_NVP85,unclassified,14070,Other
Mortierella_sp_NVP85,Mycoavidus,14002,Other
Mortierella_sp_NVP85,Mycoavidus,12799,Other
Mortierella_sp_NVP85,Mycoavidus,12380,Other
Mortierella_sp_NVP85,unclassified,12261,Other
Mortierella_sp_NVP85,unclassified,12248,Other
Mortierella_sp_NVP85,unclassified,11883,Other
Mortierella_sp_NVP85,unclassified,11735,Other
Mortierella_sp_NVP85,unclassified,11679,Other
Mortierella_sp_NVP85,Candidatus Glomeribacter,11432,Other
Mortierella_sp_NVP85,unclassified,11349,Other
Mortierella_sp_NVP85,Mycoavidus,11255,Other
Mortierella_sp_NVP85,Mycoavidus,10938,Other
Mortierella_sp_NVP85,unclassified,10564,Other
Mortierella_sp_NVP85,unclassified,10372,Other
Mortierella_sp_NVP85,unclassified,10272,Other
Mortierella_sp_NVP85,Mycoavidus,9992,Other
Mortierella_sp_NVP85,unclassified,9982,Other
Mortierella_sp_NVP85,unclassified,9846,Other
Mortierella_sp_NVP85,Mycoavidus,9784,Other
Mortierella_sp_NVP85,unclassified,9403,Other
Mortierella_sp_NVP85,unclassified,9245,Other
Mortierella_sp_NVP85,Mycoavidus,8928,Other
Mortierella_sp_NVP85,unclassified,8249,Other
Mortierella_sp_NVP85,Candidatus Glomeribacter,7969,Other
Mortierella_sp_NVP85,unclassified,7953,Other
Mortierella_sp_NVP85,unclassified,7791,Other
Mortierella_sp_NVP85,Mycoavidus,7569,Other
Mortierella_sp_NVP85,unclassified,7166,Other
Mortierella_sp_NVP85,Candidatus Glomeribacter,6995,Other
Mortierella_sp_NVP85,unclassified,6932,Other
Mortierella_sp_NVP85,unclassified,6767,Other
Mortierella_sp_NVP85,unclassified,6537,Other
Mortierella_sp_NVP85,unclassified,6506,Other
Mortierella_sp_NVP85,unclassified,6484,Other
Mortierella_sp_NVP85,unclassified,6287,Other
Mortierella_sp_NVP85,unclassified,6235,Other
Mortierella_sp_NVP85,unclassified,6225,Other
Mortierella_sp_NVP85,unclassified,5963,Other
Mortierella_sp_NVP85,unclassified,5920,Other
Mortierella_sp_NVP85,unclassified,5859,Other
Mortierella_sp_NVP85,unclassified,5769,Other
Mortierella_sp_NVP85,unclassified,5621,Other
Mortierella_sp_NVP85,unclassified,5575,Other
Mortierella_sp_NVP85,unclassified,5465,Other
Mortierella_sp_NVP85,unclassified,5309,Other
Mortierella_sp_NVP85,unclassified,5270,Other
Mortierella_sp_NVP85,unclassified,5162,Other
Mortierella_sp_NVP85,unclassified,5156,Other
Mortierella_sp_NVP85,Candidatus Glomeribacter,5113,Other
Mortierella_sp_NVP85,unclassified,4934,Other
Mortierella_sp_NVP85,unclassified,4929,Other
Mortierella_sp_NVP85,Mycoavidus,4853,Other
Mortierella_sp_NVP85,unclassified,4838,Other
Mortierella_sp_NVP85,unclassified,4811,Other
Mortierella_sp_NVP85,unclassified,4801,Other
Mortierella_sp_NVP85,Mycoavidus,4790,Other
Mortierella_sp_NVP85,Mycoavidus,4730,Other
Mortierella_sp_NVP85,unclassified,4709,Other
Mortierella_sp_NVP85,unclassified,4691,Other
Mortierella_sp_NVP85,unclassified,4668,Other
Mortierella_sp_NVP85,unclassified,4666,Other
Mortierella_sp_NVP85,unclassified,4643,Other
Mortierella_sp_NVP85,unclassified,4634,Other
Mortierella_sp_NVP85,unclassified,4593,Other
Mortierella_sp_NVP85,unclassified,4553,Other
Mortierella_sp_NVP85,unclassified,4484,Other
Mortierella_sp_NVP85,unclassified,4449,Other
Mortierella_sp_NVP85,unclassified,4445,Other
Mortierella_sp_NVP85,unclassified,4435,Other
Mortierella_sp_NVP85,unclassified,4391,Other
Mortierella_sp_NVP85,unclassified,4377,Other
Mortierella_sp_NVP85,unclassified,4368,Other
Mortierella_sp_NVP85,unclassified,4318,Other
Mortierella_sp_NVP85,Mycoavidus,4294,Other
Mortierella_sp_NVP85,unclassified,4248,Other
Mortierella_sp_NVP85,Candidatus Glomeribacter,4222,Other
Mortierella_sp_NVP85,unclassified,4193,Other
Mortierella_sp_NVP85,unclassified,4192,Other
Mortierella_sp_NVP85,Candidatus Glomeribacter,4163,Other
Mortierella_sp_NVP85,Mycoavidus,4160,Other
Mortierella_sp_NVP85,unclassified,4144,Other
Mortierella_sp_NVP85,unclassified,4131,Other
Mortierella_sp_NVP85,unclassified,3974,Other
Mortierella_sp_NVP85,unclassified,3906,Other
Mortierella_sp_NVP85,unclassified,3822,Other
